HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,AgeCategory,GroupCategory,NumInGroup,Deck,Side,CabinNumberCategory,IsMale,Transported
Mars,0,TRAPPIST-1e,43.0,0,7.026426808699636,0.0,4.919980925828125,3.8918202981106265,0.0,old,a,1,F,P,a,1,False
Earth,0,TRAPPIST-1e,32.0,0,0.0,6.7464121285733745,4.406719247264253,6.082218910376446,6.118097198041348,adult,a,1,G,S,a,0,False
Mars,0,TRAPPIST-1e,47.0,0,5.3706380281276624,0.0,7.252762418053187,0.0,7.114769448366463,old,a,1,F,P,a,1,True
Mars,0,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,child,a,2,F,P,a,1,True
Mars,0,TRAPPIST-1e,20.0,0,6.530877627725885,0.0,7.467942332285852,6.898714534329988,0.0,adult,a,3,F,P,a,1,True
Europa,1,55 Cancri e,28.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,D,S,a,0,True
Mars,0,55 Cancri e,23.0,0,6.665683717782408,6.872128101338986,0.0,6.858565034791365,0.0,adult,a,1,D,P,a,0,False
Earth,0,55 Cancri e,15.0,0,0.0,6.20050917404269,3.8918202981106265,3.044522437723423,5.996452088619021,child,a,1,F,S,a,0,False
Earth,0,55 Cancri e,20.0,0,6.318968113746434,5.278114659230517,0.0,7.865955413933502,0.0,adult,a,1,F,S,a,0,False
Earth,1,55 Cancri e,30.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,P,a,0,False
Earth,1,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,G,P,a,0,True
Europa,0,TRAPPIST-1e,45.0,0,0.0,5.10594547390058,3.828641396489095,7.828834527588089,6.752270376141742,old,a,1,B,P,a,1,False
Earth,1,TRAPPIST-1e,55.0,0,0.0,0.0,0.0,0.0,0.0,old,a,1,G,P,a,0,False
Earth,1,55 Cancri e,4.0,0,0.0,0.0,0.0,0.0,0.0,child,a,2,G,P,a,0,True
Earth,1,PSO J318.5-22,21.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,3,G,P,a,0,True
Mars,0,TRAPPIST-1e,21.0,0,6.878326468291325,0.0,5.198497031265826,0.0,4.174387269895637,adult,a,1,F,P,a,1,False
Mars,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,2,F,P,a,1,True
Earth,0,55 Cancri e,35.0,0,6.673297967767654,0.0,0.0,5.290789100127245,0.0,adult,a,1,E,S,a,0,False
Earth,0,TRAPPIST-1e,56.0,0,0.0,4.727387818712341,0.0,7.22983877815125,4.852030263919617,old,a,1,E,S,a,0,False
Earth,0,TRAPPIST-1e,27.0,0,1.6094379124341003,0.0,1.0986122886681098,8.451907724717607,0.0,adult,a,1,G,S,a,0,False
Earth,0,TRAPPIST-1e,25.0,0,0.0,0.0,7.569927655242652,0.0,0.6931471805599453,adult,a,1,F,S,a,1,True
Europa,0,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,A,S,a,1,True
Europa,1,TRAPPIST-1e,38.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,2,A,S,a,1,True
Europa,0,TRAPPIST-1e,27.0,0,5.634789603169249,6.406879986069314,8.12415060330663,5.659482215759621,1.3862943611198906,adult,a,3,A,S,a,1,True
Earth,1,PSO J318.5-22,36.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,S,a,0,False
Earth,0,TRAPPIST-1e,22.0,0,3.828641396489095,7.00033446027523,5.003946305945459,7.228388451573604,0.6931471805599453,adult,a,1,F,S,a,0,False
Earth,0,TRAPPIST-1e,62.0,0,0.0,6.385194398997726,0.0,2.8903717578961645,3.258096538021482,old,a,1,F,S,a,0,False
Mars,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,F,S,a,1,True
Mars,1,TRAPPIST-1e,33.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,2,E,S,a,1,True
Earth,0,TRAPPIST-1e,62.0,0,0.6931471805599453,5.0369526024136295,5.288267030694535,0.0,6.133398042996649,old,a,1,G,P,a,0,False
Earth,1,PSO J318.5-22,0.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,G,S,a,0,True
Earth,0,TRAPPIST-1e,18.0,0,0.6931471805599453,5.556828061699537,6.102558594613569,0.0,0.0,child,a,2,G,S,a,0,True
Earth,0,55 Cancri e,21.0,0,7.5740450053721995,3.6375861597263857,0.0,0.0,3.2188758248682006,adult,a,3,F,S,a,0,False
Mars,0,TRAPPIST-1e,27.0,0,6.677083461247136,0.0,1.0986122886681098,5.537334267018537,0.0,adult,a,1,E,S,a,1,False
Earth,0,TRAPPIST-1e,42.0,0,6.78897174299217,0.0,2.302585092994046,1.9459101490553132,0.0,old,a,1,F,S,a,0,True
Earth,0,TRAPPIST-1e,19.0,0,5.25227342804663,0.0,1.791759469228055,0.6931471805599453,6.588926477533519,adult,a,1,F,P,a,0,False
Earth,0,TRAPPIST-1e,17.0,0,2.833213344056216,7.680637427560936,0.0,0.0,3.970291913552122,child,a,1,F,P,a,0,False
Earth,0,TRAPPIST-1e,14.0,0,0.0,0.6931471805599453,0.0,0.0,6.96979066990159,child,a,1,F,S,a,1,False
Mars,0,PSO J318.5-22,37.0,0,3.8501476017100584,4.430816798843313,6.6052979209482015,0.0,2.5649493574615367,adult,a,1,D,P,a,1,False
Europa,0,TRAPPIST-1e,42.0,0,0.6931471805599453,9.035748861244139,0.0,0.0,6.2285110035911835,old,a,1,C,S,a,1,True
Mars,0,TRAPPIST-1e,27.0,0,4.997212273764115,0.0,6.926577033222725,0.0,0.0,adult,a,1,F,S,a,1,True
Mars,0,TRAPPIST-1e,28.0,0,2.70805020110221,0.0,7.16703787691222,0.0,0.0,adult,a,1,F,P,a,1,True
Europa,0,TRAPPIST-1e,38.0,0,0.0,8.67265729404031,0.0,5.7745515455444085,9.175231194862615,adult,a,1,C,S,a,0,False
Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,G,S,a,0,False
Mars,0,TRAPPIST-1e,42.0,0,8.91018077801329,0.0,0.0,0.0,0.0,old,a,1,F,P,a,0,False
Mars,1,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,child,a,2,F,P,a,1,True
Mars,0,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0,child,a,3,F,P,a,1,True
Earth,0,TRAPPIST-1e,24.0,0,6.535241271013659,0.0,0.0,0.0,2.8903717578961645,adult,a,1,G,S,a,1,True
Europa,1,TRAPPIST-1e,40.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,C,S,a,1,True
Earth,0,TRAPPIST-1e,43.0,0,5.356586274672012,0.0,0.0,6.459904454377535,6.2422232654551655,old,a,1,F,P,a,0,False
Mars,1,PSO J318.5-22,45.0,0,0.0,0.0,0.0,0.0,0.0,old,a,1,E,S,a,1,True
Earth,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,S,a,0,True
Earth,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,S,a,0,True
Earth,0,TRAPPIST-1e,27.0,0,0.6931471805599453,6.548219102762372,3.4657359027997265,5.241747015059643,0.0,adult,a,2,F,S,a,1,False
Earth,0,TRAPPIST-1e,19.0,0,0.0,0.0,6.508769136971682,0.6931471805599453,3.5553480614894135,adult,a,1,G,P,a,0,False
Earth,1,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,child,a,2,G,P,a,1,True
Earth,1,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,child,a,3,G,P,a,0,True
Europa,0,TRAPPIST-1e,54.0,0,0.0,7.097548850614793,0.0,1.3862943611198906,6.45833828334479,old,a,1,A,S,a,1,False
Earth,0,TRAPPIST-1e,26.0,0,0.0,6.75343791859778,1.791759469228055,3.4965075614664802,0.0,adult,a,1,G,P,a,0,False
Earth,0,TRAPPIST-1e,26.0,0,0.0,7.941651252930556,6.86484777797086,0.0,4.477336814478207,adult,a,2,G,P,a,0,True
Earth,0,PSO J318.5-22,23.0,0,5.7430031878094825,6.059123195581797,6.267200548541362,3.6375861597263857,0.0,adult,a,1,F,P,a,0,False
Earth,0,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,child,a,2,G,P,a,1,True
Mars,1,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,F,P,c,1,True
Earth,0,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,6.7226297948554485,4.5217885770490405,child,a,1,F,S,a,0,False
Earth,0,TRAPPIST-1e,24.0,0,0.0,1.6582280766035324,0.0,0.0,2.8903717578961645,adult,a,1,F,S,a,1,True
Earth,1,55 Cancri e,9.0,0,0.0,0.0,0.0,0.0,0.0,child,a,2,G,S,a,0,True
Earth,1,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,child,a,3,G,S,a,0,False
Earth,0,TRAPPIST-1e,27.0,0,0.0,0.0,6.3473892096560105,1.0986122886681098,4.882801922586371,adult,a,1,F,P,a,0,False
Mars,0,TRAPPIST-1e,21.0,0,7.463936604468925,1.791759469228055,2.8903717578961645,0.0,0.0,adult,a,1,D,S,a,1,False
Earth,1,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,S,a,1,False
Earth,0,TRAPPIST-1e,31.0,0,6.333279628139691,0.0,5.7899601708972535,0.0,0.0,adult,a,2,G,S,a,0,False
Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,child,a,3,G,S,a,0,True
Europa,0,TRAPPIST-1e,32.0,0,0.0,6.018593214496234,1.9459101490553132,8.276394704863307,6.639875833826536,adult,a,1,A,S,a,1,False
Europa,0,TRAPPIST-1e,40.0,0,0.0,5.805134968916488,0.0,0.0,7.431299675155903,adult,a,2,B,P,a,0,False
Europa,0,TRAPPIST-1e,42.0,0,7.700747794511798,9.343033913701648,0.0,7.533158807455563,6.100318952020064,old,a,3,B,P,a,1,True
Europa,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,4,B,P,a,1,True
Europa,1,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,E,S,a,0,True
Europa,0,55 Cancri e,48.0,1,0.0,7.839131648274333,4.477336814478207,2.8903717578961645,2.6390573296152584,old,a,1,B,S,a,1,True
Earth,0,TRAPPIST-1e,64.0,0,0.0,0.0,6.690842277418564,0.0,0.0,old,a,1,F,P,a,0,True
Earth,0,TRAPPIST-1e,27.0,0,4.418840607796598,5.062595033026967,6.063785208687608,5.476463551931511,0.6931471805599453,adult,a,1,G,S,a,0,False
Mars,0,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,F,P,a,1,True
Europa,0,TRAPPIST-1e,33.0,0,0.6931471805599453,7.707062655370473,0.0,2.5649493574615367,6.003887067106539,adult,a,1,D,P,a,1,True
Europa,0,TRAPPIST-1e,39.0,0,0.0,7.76004068088038,0.0,4.189654742026425,8.839131752546109,adult,a,1,A,P,a,1,False
Europa,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,child,a,2,A,P,a,1,True
Mars,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,F,P,a,1,True
Earth,0,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,6.551080335043404,4.31748811353631,adult,a,1,G,S,a,0,False
Earth,0,TRAPPIST-1e,18.0,0,4.02535169073515,6.393590753950631,3.912023005428146,0.0,0.6931471805599453,child,a,1,F,P,a,0,False
Mars,1,TRAPPIST-1e,67.0,0,0.0,0.0,0.0,0.0,0.0,old,a,1,F,S,a,0,True
Mars,0,TRAPPIST-1e,35.0,0,6.553933404025811,0.0,5.6937321388027,0.0,3.258096538021482,adult,a,1,E,S,a,1,False
Mars,0,TRAPPIST-1e,61.0,1,7.763871287820222,5.814130531825066,2.302585092994046,5.75890177387728,1.0986122886681098,old,a,1,D,S,a,1,False
Mars,0,TRAPPIST-1e,45.0,0,7.651595573857601,1.9459101490553132,0.0,0.0,0.0,old,a,2,E,S,a,0,False
Earth,1,PSO J318.5-22,22.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,S,a,0,True
Mars,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,F,S,a,1,True
Mars,0,TRAPPIST-1e,36.0,0,7.915348169263078,0.0,0.0,0.0,0.0,adult,a,2,D,S,a,1,False
Earth,0,TRAPPIST-1e,19.0,0,0.0,2.70805020110221,6.594413459749778,0.0,0.0,adult,a,1,G,P,a,0,True
Earth,0,PSO J318.5-22,47.0,0,4.584967478670572,6.037870919922137,4.844187086458591,3.258096538021482,4.02535169073515,old,a,1,G,S,a,0,False
Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,G,P,a,0,True
Earth,0,TRAPPIST-1e,34.0,0,0.0,3.1354942159291497,0.0,6.336825731146441,5.337538079701318,adult,a,2,E,P,a,1,False
Europa,1,55 Cancri e,35.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,C,S,a,0,True
Earth,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,P,a,0,True
Earth,0,TRAPPIST-1e,26.0,0,6.089044875446846,0.0,0.0,0.0,6.137727054086234,adult,a,2,F,P,a,0,False
Mars,0,TRAPPIST-1e,31.0,0,3.228826155721369,0.0,4.584967478670572,0.0,0.0,adult,a,1,F,P,a,1,False
Earth,0,TRAPPIST-1e,20.0,0,0.0,6.042632833682381,5.351858133476067,0.0,0.0,adult,a,1,F,S,a,0,True
Earth,0,TRAPPIST-1e,56.0,0,0.0,0.0,0.0,0.0,0.0,old,a,1,G,S,a,0,False
Earth,1,TRAPPIST-1e,50.0,0,0.0,0.0,0.0,0.0,0.0,old,a,1,G,S,a,0,True
Mars,0,TRAPPIST-1e,42.0,0,6.9782137426306985,0.0,2.3978952727983707,0.0,4.343805421853684,old,a,1,F,P,a,1,False
Earth,1,55 Cancri e,27.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,S,a,0,True
Earth,1,55 Cancri e,38.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,P,a,0,False
Earth,0,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,6.410174881966167,old,a,1,F,P,a,1,False
Earth,0,TRAPPIST-1e,22.0,0,8.323608442343572,0.0,0.0,0.0,4.127134385045092,adult,a,1,G,P,a,0,False
Europa,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,B,P,a,1,True
Europa,1,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,child,a,2,B,P,a,1,True
Earth,0,TRAPPIST-1e,57.0,0,3.9318256327243257,7.4318919168078,0.0,6.151135675466618,4.912654885736052,old,a,1,G,S,a,0,True
Earth,1,PSO J318.5-22,17.0,0,0.0,0.0,0.0,0.0,0.0,child,a,2,G,S,a,0,False
Mars,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,F,P,a,1,True
Mars,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,F,S,a,1,True
Mars,0,TRAPPIST-1e,27.0,0,7.2196420401307355,0.0,3.8918202981106265,3.1354942159291497,4.927253685157205,adult,a,2,F,S,a,1,False
Earth,1,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,P,a,0,False
Earth,0,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,5.402677381872279,6.342121418721152,adult,a,1,E,S,a,0,False
Earth,1,PSO J318.5-22,19.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,S,a,0,True
Earth,1,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,P,a,0,True
Earth,0,TRAPPIST-1e,58.0,0,0.0,6.893656354602635,0.0,1.791759469228055,0.0,old,a,1,E,S,a,1,True
Earth,0,55 Cancri e,21.0,0,5.662960480135946,0.0,2.833213344056216,4.7535901911063645,5.170483995038151,adult,a,1,F,P,a,1,False
Europa,0,TRAPPIST-1e,38.0,0,0.0,9.24445190160495,0.6931471805599453,9.613870275449836,7.655390644826152,adult,a,1,B,S,a,1,False
Mars,0,TRAPPIST-1e,38.0,0,8.13593277200489,0.0,5.087596335232384,3.367295829986474,4.787491742782046,adult,a,1,D,S,a,1,False
Earth,0,TRAPPIST-1e,19.0,0,0.6931471805599453,5.393627546352362,6.513230110912307,1.0986122886681098,2.4849066497880004,adult,a,1,G,P,a,0,True
Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,child,a,2,G,P,a,0,False
Earth,0,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,child,a,3,G,P,a,1,True
Earth,0,TRAPPIST-1e,20.0,0,0.0,0.0,1.3862943611198906,5.703782474656201,4.532599493153256,adult,a,1,G,P,a,1,False
Europa,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,C,P,a,1,True
Earth,0,TRAPPIST-1e,37.0,0,2.8903717578961645,4.990432586778736,6.056784013228625,0.0,5.4510384535657,adult,a,1,F,S,a,0,True
Earth,0,TRAPPIST-1e,25.0,0,4.143134726391533,0.0,0.0,0.0,6.863803391452954,adult,a,1,G,P,a,1,False
Earth,1,TRAPPIST-1e,56.0,0,0.0,0.0,0.0,0.0,0.0,old,a,1,G,S,a,0,True
Earth,0,55 Cancri e,49.0,0,4.442651256490317,1.3862943611198906,5.996452088619021,5.313205979041787,4.59511985013459,old,a,1,E,P,a,0,False
Earth,1,55 Cancri e,11.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,G,S,a,0,False
Earth,1,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,G,P,a,0,True
Earth,0,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0,child,a,2,G,P,a,0,False
Earth,0,TRAPPIST-1e,39.0,0,0.0,0.0,2.3978952727983707,6.80128303447162,0.0,adult,a,3,G,P,a,0,False
Mars,1,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,F,P,a,1,True
Mars,0,TRAPPIST-1e,23.0,0,5.602118820879701,0.0,2.1972245773362196,6.9782137426306985,0.0,adult,a,2,F,P,a,1,False
Mars,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,child,a,3,F,P,a,1,True
Mars,0,TRAPPIST-1e,39.0,0,6.008813185442595,0.0,6.7661917146603505,0.0,0.0,adult,a,1,F,P,a,1,True
Mars,0,PSO J318.5-22,25.0,0,6.959398512133975,0.0,6.579251212010101,0.0,2.0794415416798357,adult,a,1,D,P,a,1,False
Europa,0,TRAPPIST-1e,36.0,0,0.0,6.880384082186005,0.0,6.679599185844383,6.3561076606958915,adult,a,1,C,P,a,1,False
Earth,1,PSO J318.5-22,52.0,0,0.0,0.0,0.0,0.0,0.0,old,a,1,G,P,a,0,True
Earth,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,G,S,a,0,False
Earth,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,G,P,a,0,True
Europa,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,B,S,a,1,True
Europa,1,TRAPPIST-1e,47.0,0,0.0,0.0,0.0,0.0,0.0,old,a,2,B,S,a,0,True
Europa,1,55 Cancri e,45.0,0,0.0,0.0,0.0,0.0,0.0,old,a,1,B,P,a,0,True
Europa,0,55 Cancri e,27.0,0,0.0,7.797291273547472,6.84534781885352,6.778784897685177,6.095824562432225,adult,a,2,A,P,a,1,True
Europa,1,TRAPPIST-1e,51.0,0,0.0,0.0,0.0,0.0,0.0,old,a,1,C,S,a,1,True
Earth,0,TRAPPIST-1e,29.0,0,0.0,1.0986122886681098,4.204692619390966,0.0,6.559615237493242,adult,a,1,G,S,a,0,False
Europa,0,55 Cancri e,27.0,0,1.0986122886681098,7.450660796211539,2.5649493574615367,7.026426808699636,4.812184355372417,adult,a,1,C,S,a,1,True
Earth,1,PSO J318.5-22,19.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,P,a,0,False
Europa,1,55 Cancri e,24.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,D,P,a,1,True
Mars,0,TRAPPIST-1e,29.0,0,6.805722553416985,0.6931471805599453,4.927253685157205,0.0,0.0,adult,a,1,F,P,a,1,True
Mars,1,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,child,a,2,F,P,a,1,True
Mars,0,TRAPPIST-1e,17.0,0,6.744059186311348,0.0,5.730099782973574,5.209486152841421,0.0,child,a,3,F,P,a,1,False
Earth,0,TRAPPIST-1e,13.0,0,5.262690188904886,0.0,0.0,3.9512437185814275,6.606650186198215,child,a,1,E,P,a,1,False
Earth,0,TRAPPIST-1e,35.0,0,4.997212273764115,5.241747015059643,0.0,2.3978952727983707,5.961005339623274,adult,a,2,F,P,a,0,False
Earth,0,TRAPPIST-1e,21.0,0,5.908082938168931,5.641907070938114,0.0,0.0,4.990432586778736,adult,a,1,F,P,a,0,False
Earth,0,55 Cancri e,21.0,0,0.0,4.04305126783455,0.0,0.0,7.5595594960077,adult,a,1,F,S,a,0,False
Earth,0,TRAPPIST-1e,38.0,0,7.325148957955575,0.0,0.0,3.332204510175204,0.0,adult,a,1,F,P,a,0,False
Earth,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,P,a,0,True
Earth,1,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,G,P,a,0,True
Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,child,a,2,G,P,a,0,True
Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,child,a,3,G,P,a,0,False
Earth,0,TRAPPIST-1e,25.0,0,4.812184355372417,4.442651256490317,3.960813169597578,0.0,0.0,adult,a,4,E,P,a,1,False
Earth,0,TRAPPIST-1e,16.0,0,0.0,1.3862943611198906,0.0,0.0,7.003065458786462,child,a,5,F,P,a,0,False
Earth,0,55 Cancri e,1.0,0,0.0,0.0,0.0,0.0,0.0,child,a,6,G,P,a,0,False
Earth,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,child,a,7,G,P,a,0,True
Mars,0,55 Cancri e,21.0,0,7.71333788887187,0.0,4.787491742782046,0.0,0.0,adult,a,1,E,S,a,1,False
Mars,0,TRAPPIST-1e,23.0,0,7.103322062526113,4.394449154672439,0.6931471805599453,1.0986122886681098,0.0,adult,a,2,E,S,a,1,False
Mars,0,TRAPPIST-1e,33.0,0,7.56734567601324,2.5649493574615367,5.241747015059643,0.6931471805599453,0.0,adult,a,3,E,S,a,1,False
Mars,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,4,E,S,a,1,True
